clothes, ,"('shall we put doll some different clothes on', 'Mother')","[0, 'shall we put doll some different clothes on']",doll,23.5918602024682,female,Manchester
animal, ,"('oh doll go to the zoo to look at the animal', 'Mother')","[0, 'oh doll go to the zoo to look at the animal']",doll,25.2633524302347,female,Manchester
clothes, ,"('be you go to put those wet pants in there with all the dry clothes', 'Mother')","[0, 'be you go to put those wet pants in there with all the dry clothes']",pants,26.3947925008727,female,Manchester
clothes, ,"('be she go to put her pajamas on or her clothes on', 'Mother')","[0, 'be she go to put her pajamas on or her clothes on']",pajamas,26.3947925008727,female,Manchester
toy, ,"('we go to have some juice when when we finish play with Rachel toy', 'Mother')","[0, 'we go to have some juice when when we finish play with Rachel toy']",juice,24.5590258526869,female,Manchester
toy, ,"('when we finish play with Rachel toy we have a drink', 'Mother')","[0, 'when we finish play with Rachel toy we have a drink']",drink,25.7233208074088,female,Manchester
clothes, ,"('and the little girl take dog clothes off', 'Mother')","[0, 'and the little girl take dog clothes off']",dog,25.7233208074088,female,Manchester
clothes, ,"('shall we show her your doll clothes then that you have', 'Mother')","[0, 'shall we show her your doll clothes then that you have']",doll,27.9204911805171,female,Manchester
toy, ,"('we could show her the doll house toy if you want to', 'Mother')","[0, 'we could show her the doll house toy if you want to']",doll,27.9204911805171,female,Manchester
clothes, ,"('doll clothes', 'Mother')","[0, 'doll clothes']",doll,27.9204911805171,female,Manchester
clothes, ,"('doll clothes be in here be they', 'Mother')","[0, 'doll clothes be in here be they']",doll,27.9204911805171,female,Manchester
clothes, ,"('doll clothes be in here', 'Mother')","[0, 'doll clothes be in here']",doll,27.9204911805171,female,Manchester
clothes, ,"('the p stand for pajamas because his pajamas be his favorite clothes', 'Mother')","[0, 'the p stand for pajamas because his pajamas be his favorite clothes']",pajamas,25.2633524302347,female,Manchester
food, ,"('not room for the food if Caitlin on the table', 'Mother')","[0, 'not room for the food if Caitlin on the table']",table,27.0334093102528,female,Manchester
clothes, ,"('daddy go to climb up on the chair to get some clothes for baby', 'Mother')","[0, 'daddy go to climb up on the chair to get some clothes for baby']",chair,27.9204911805171,female,Manchester
animal, ,"('where the train go with the animal', 'Mother')","[0, 'where the train go with the animal']",train,27.9204911805171,female,Manchester
furniture, ,"('shall we have the doll house furniture', 'Mother')","[0, 'shall we have the doll house furniture']",doll,28.3948335694778,female,Manchester
clothes, ,"('need to tidy up all the doll clothes now', 'Mother')","[0, 'need to tidy up all the doll clothes now']",doll,27.6576521078462,female,Manchester
food, ,"('the cake food be it', 'Mother')","[0, 'the cake food be it']",cake,29.1320150311095,female,Manchester
animal, ,"('be the animal all go on a train', 'Mother')","[0, 'be the animal all go on a train']",train,29.8219675968706,female,Manchester
toy, ,"('let get your doll house toy out', 'Mother')","[0, 'let get your doll house toy out']",doll,28.3948335694778,female,Manchester
toy, ,"('do you want to put your doll clothes away so we get room to play with my toy', 'Investigator')","[0, 'do you want to put your doll clothes away so we get room to play with my toy']",doll,28.3948335694778,female,Manchester
clothes, ,"('do you want to put your doll clothes away so we get room to play with my toy', 'Investigator')","[0, 'do you want to put your doll clothes away so we get room to play with my toy']",doll,28.3948335694778,female,Manchester
clothes, ,"('let put the doll clothes away in the rucksack', 'Mother')","[0, 'let put the doll clothes away in the rucksack']",doll,28.3948335694778,female,Manchester
animal, ,"('you could use that look and he could put the animal in the train could he', 'Mother')","[0, 'you could use that look and he could put the animal in the train could he']",train,31.033491447463,female,Manchester
food, ,"('have you get a nice cake in your basket of food', 'Mother')","[0, 'have you get a nice cake in your basket of food']",cake,29.8219675968706,female,Manchester
clothes, ,"('we buy some doll clothes for Sophie that have shoe with them do we', 'Mother')","[0, 'we buy some doll clothes for Sophie that have shoe with them do we']",shoe,30.132035565412,female,Manchester
clothes, ,"('we buy some doll clothes for Sophie that have shoe with them do we', 'Mother')","[0, 'we buy some doll clothes for Sophie that have shoe with them do we']",doll,30.132035565412,female,Manchester
food, ,"('where this horse that want a manger then to have some food', 'Mother')","[0, 'where this horse that want a manger then to have some food']",horse,31.033491447463,female,Manchester
animal, ,"('be you put the animal in with the doll clothes', 'Mother')","[0, 'be you put the animal in with the doll clothes']",doll,30.132035565412,female,Manchester
clothes, ,"('be you put the animal in with the doll clothes', 'Mother')","[0, 'be you put the animal in with the doll clothes']",doll,30.132035565412,female,Manchester
animal, ,"('a bit muddle to have the doll clothes and the animal', 'Mother')","[0, 'a bit muddle to have the doll clothes and the animal']",doll,30.132035565412,female,Manchester
clothes, ,"('a bit muddle to have the doll clothes and the animal', 'Mother')","[0, 'a bit muddle to have the doll clothes and the animal']",doll,30.132035565412,female,Manchester
food, ,"('where do the pig eat their food', 'Mother')","[0, 'where do the pig eat their food']",pig,32.7891743156944,female,Manchester
toy, ,"('the Humpty and Teddy puzzle or will you like to play with Caroline toy', 'Mother')","[0, 'the Humpty and Teddy puzzle or will you like to play with Caroline toy']",puzzle,31.9534282018111,female,Manchester
toy, ,"('do John have a special toy that he take to bed', 'Mother')","[0, 'do John have a special toy that he take to bed']",bed,31.8877184336434,female,Manchester
furniture, ,"('shall I choose your doll house furniture', 'Mother')","[0, 'shall I choose your doll house furniture']",doll,33.2635167046551,female,Manchester
food, ,"('that cat food be it', 'Mother')","[0, 'that cat food be it']",cat,23.3947308979651,male,Manchester
food, ,"('it food for cat be it', 'Mother')","[0, 'it food for cat be it']",cat,23.3947308979651,male,Manchester
food, ,"('the chicken food', 'Mother')","[0, 'the chicken food']",chicken,32.8548840838621,female,Manchester
food, ,"('the chicken food', 'Mother')","[0, 'the chicken food']",chicken,32.8548840838621,female,Manchester
animal, ,"('the man that be in the train could come to the zoo now to look at the animal could they', 'Mother')","[0, 'the man that be in the train could come to the zoo now to look at the animal could they']",train,33.3292264728229,female,Manchester
animal, ,"('let play with your train move the animal around', 'Mother')","[0, 'let play with your train move the animal around']",train,24.296186780016,male,Manchester
animal, ,"('right well let take this train with the animal on', 'Mother')","[0, 'right well let take this train with the animal on']",train,25.2304975461508,male,Manchester
food, ,"('there a tin of dog food', 'Mother')","[0, 'there a tin of dog food']",dog,28.4276884535617,male,Manchester
food, ,"('oh and there some cat food but we have get a cat have we', 'Mother')","[0, 'oh and there some cat food but we have get a cat have we']",cat,27.0662641943366,male,Manchester
food, ,"('and there some dog food', 'Mother')","[0, 'and there some dog food']",dog,27.0662641943366,male,Manchester
food, ,"('that some cat food and we have get a cat', 'Mother')","[0, 'that some cat food and we have get a cat']",cat,27.0662641943366,male,Manchester
food, ,"('do we need any dog food', 'Mother')","[0, 'do we need any dog food']",dog,27.4933776874268,male,Manchester
animal, ,"('be the circus train go to deliver these other animal', 'Mother')","[0, 'be the circus train go to deliver these other animal']",train,28.8876568307357,male,Manchester
toy, ,"('I have get some toy in the car', 'Investigator')","[0, 'I have get some toy in the car']",car,29.7891127127867,male,Manchester
animal, ,"('be that go in the animal pen', 'Mother')","[0, 'be that go in the animal pen']",pen,29.0991601470256,male,Manchester
toy, ,"('well there be any toy in the car be there', 'Mother')","[0, 'well there be any toy in the car be there']",car,27.0662641943366,male,Manchester
vehicle, ,"('we do have horse draw vehicle any more do we', 'Mother')","[0, 'we do have horse draw vehicle any more do we']",horse,29.0991601470256,male,Manchester
animal, ,"('they eat egg and they eat small animal', 'Mother')","[0, 'they eat egg and they eat small animal']",egg,28.8876568307357,male,Manchester
animal, ,"('be you go to put some of those animal in the circus train', 'Mother')","[0, 'be you go to put some of those animal in the circus train']",train,28.8876568307357,male,Manchester
animal, ,"('and Percy share all his sandwich with the animal do he', 'Mother')","[0, 'and Percy share all his sandwich with the animal do he']",sandwich,28.4276884535617,male,Manchester
toy, ,"('I have get any more toy in the car I afraid', 'Investigator')","[0, 'I have get any more toy in the car I afraid']",car,29.0991601470256,male,Manchester
food, ,"('will you like some food for your dog', 'Mother')","[0, 'will you like some food for your dog']",dog,29.5591285241997,male,Manchester
animal, ,"('oh well I think I have_to transport all these animal by train now', 'Mother')","[0, 'oh well I think I have_to transport all these animal by train now']",train,28.8876568307357,male,Manchester
food, ,"('come and look at this food we get for a dog', 'Mother')","[0, 'come and look at this food we get for a dog']",dog,29.5591285241997,male,Manchester
food, ,"('be you go to bring your fox and see if it like to eat this dog food', 'Mother')","[0, 'be you go to bring your fox and see if it like to eat this dog food']",dog,29.5591285241997,male,Manchester
food, ,"('will you like to eat this dog food', 'Mother')","[0, 'will you like to eat this dog food']",dog,29.5591285241997,male,Manchester
food, ,"('so we get some dog food', 'Mother')","[0, 'so we get some dog food']",dog,29.5591285241997,male,Manchester
animal, ,"('be this the little bench where they put all the animal to have a look at them', 'Mother')","[0, 'be this the little bench where they put all the animal to have a look at them']",bench,31.6905891291402,male,Manchester
food, ,"('this dog food', 'Mother')","[0, 'this dog food']",dog,31.2306207519662,male,Manchester
food, ,"('we do need dog food because we have get a dog', 'Mother')","[0, 'we do need dog food because we have get a dog']",dog,30.5591490585022,male,Manchester
toy, ,"('when Anna bring the other toy in we play at market auctioneer with your new farm truck will we', 'Mother')","[0, 'when Anna bring the other toy in we play at market auctioneer with your new farm truck will we']",truck,33.8220497340808,male,Manchester
toy, ,"('be you go to put some toy in for doll to play with when she get in', 'Mother')","[0, 'be you go to put some toy in for doll to play with when she get in']",doll,34.0006981662868,male,Manchester
animal, ,"('it be a magic story be it about the jungle and about the animal', 'Mother')","[0, 'it be a magic story be it about the jungle and about the animal']",story,31.9205733177273,male,Manchester
clothes, ,"('dry doll off and put some clothes on her', 'Mother')","[0, 'dry doll off and put some clothes on her']",doll,33.066387400152,male,Manchester
food, ,"('oh well perhaps Margaret and Mary will like a tin of dog food for their dog will they', 'Mother')","[0, 'oh well perhaps Margaret and Mary will like a tin of dog food for their dog will they']",dog,32.394915706688,male,Manchester
food, ,"('oh the dog food down here at the bottom', 'Mother')","[0, 'oh the dog food down here at the bottom']",dog,32.394915706688,male,Manchester
food, ,"('very nice tin of dog food', 'Mother')","[0, 'very nice tin of dog food']",dog,32.394915706688,male,Manchester
food, ,"('and some dog food', 'Mother')","[0, 'and some dog food']",dog,32.6248998952751,male,Manchester
food, ,"('well what be you take dog food for then', 'Mother')","[0, 'well what be you take dog food for then']",dog,32.6248998952751,male,Manchester
clothes, ,"('be we go to put doll some clothes on then', 'Mother')","[0, 'be we go to put doll some clothes on then']",doll,34.0006981662868,male,Manchester
animal, ,"('why have you bring your animal to the milk shop', 'Mother')","[0, 'why have you bring your animal to the milk shop']",milk,33.8220497340808,male,Manchester
animal, ,"('you do sell animal at a milk shop', 'Mother')","[0, 'you do sell animal at a milk shop']",milk,33.8220497340808,male,Manchester
animal, ,"('and will you make sure that your animal be proper feed and water before they place in transit', 'Mother')","[0, 'and will you make sure that your animal be proper feed and water before they place in transit']",water,33.8220497340808,male,Manchester
animal, ,"('oh I think I should send the police to look at your animal to see whether they proper feed and water', 'Mother')","[0, 'oh I think I should send the police to look at your animal to see whether they proper feed and water']",water,33.8220497340808,male,Manchester
food, ,"('do you think it dog food', 'Mother')","[0, 'do you think it dog food']",dog,27.8876362964332,female,Manchester
clothes, ,"('that get doll clothes in', 'Mother')","[0, 'that get doll clothes in']",doll,28.6248177580648,female,Manchester
animal, ,"('be there any cat among those animal Becky', 'Mother')","[0, 'be there any cat among those animal Becky']",cat,28.9205117148196,female,Manchester
clothes, ,"('she get a_lot_of clothes on that doll', 'Investigator')","[0, 'she get a_lot_of clothes on that doll']",doll,28.6248177580648,female,Manchester
toy, ,"('you put your crayon and stuff away and then I get the toy out', 'Investigator')","[0, 'you put your crayon and stuff away and then I get the toy out']",crayon,26.9861804143822,female,Manchester
food, ,"('that dog food', 'Mother')","[0, 'that dog food']",dog,28.6248177580648,female,Manchester
animal, ,"('do you want to put the animal on the table', 'Mother')","[0, 'do you want to put the animal on the table']",table,31.2963305201339,female,Manchester
food, ,"('there some dog food', 'Investigator')","[0, 'there some dog food']",dog,29.953387133206,female,Manchester
food, ,"('you have_to get some dog food instead of Becky', 'Mother')","[0, 'you have_to get some dog food instead of Becky']",dog,29.953387133206,female,Manchester
food, ,"('we need some dog food then', 'Mother')","[0, 'we need some dog food then']",dog,29.953387133206,female,Manchester
animal, ,"('there a banana for one of the animal', 'Mother')","[0, 'there a banana for one of the animal']",banana,30.6248588266699,female,Manchester
animal, ,"('which animal eat a banana do you think', 'Mother')","[0, 'which animal eat a banana do you think']",banana,30.6248588266699,female,Manchester
food, ,"('dog food', 'Investigator')","[0, 'dog food']",dog,31.0663463315468,female,Manchester
food, ,"('dog food', 'Mother')","[0, 'dog food']",dog,33.1978069364874,female,Manchester
food, ,"('so do we need any dog food', 'Mother')","[0, 'so do we need any dog food']",dog,33.1978069364874,female,Manchester
food, ,"('why will we need dog food', 'Mother')","[0, 'why will we need dog food']",dog,33.1978069364874,female,Manchester
food, ,"('we do need dog food do we', 'Mother')","[0, 'we do need dog food do we']",dog,33.1978069364874,female,Manchester
animal, ,"('tiger eat other animal', 'Investigator')","[0, 'tiger eat other animal']",tiger,32.9863036201975,female,Manchester
food, ,"('oh there lot and lots_of cat food', 'Mother')","[0, 'oh there lot and lots_of cat food']",cat,21.7232386701986,male,Manchester
animal, ,"('that all the animal apart from the horse', 'Mother')","[0, 'that all the animal apart from the horse']",horse,34.3621018912093,female,Manchester
food, ,"('dog food', 'Mother')","[0, 'dog food']",dog,35.4935419618473,female,Manchester
food, ,"('there some dog food here', 'Mother')","[0, 'there some dog food here']",dog,35.4935419618473,female,Manchester
food, ,"('you need some dog food then will you', 'Mother')","[0, 'you need some dog food then will you']",dog,35.4935419618473,female,Manchester
food, ,"('where be the dog food', 'Mother')","[0, 'where be the dog food']",dog,35.4935419618473,female,Manchester
animal, ,"('shall we look in the book of Thomas and see what animal be in Thomas book', 'Mother')","[0, 'shall we look in the book of Thomas and see what animal be in Thomas book']",book,21.4275447134438,male,Manchester
animal, ,"('there animal in this book', 'Mother')","[0, 'there animal in this book']",book,21.4275447134438,male,Manchester
food, ,"('that food for the cat', 'Mother')","[0, 'that food for the cat']",cat,23.3947308979651,male,Manchester
clothes, ,"('near the doll clothes', 'Mother')","[0, 'near the doll clothes']",doll,23.7232797388037,male,Manchester
food, ,"('the cat food', 'Mother')","[0, 'the cat food']",cat,27.1319739625044,male,Manchester
food, ,"('oh food for the cat', 'Mother')","[0, 'oh food for the cat']",cat,27.6247972237623,male,Manchester
food, ,"('it be food for dog', 'Mother')","[0, 'it be food for dog']",dog,27.1319739625044,male,Manchester
food, ,"('can you give dog food to a cat', 'Mother')","[0, 'can you give dog food to a cat']",cat,27.1319739625044,male,Manchester
food, ,"('can you give dog food to a cat', 'Mother')","[0, 'can you give dog food to a cat']",dog,27.1319739625044,male,Manchester
food, ,"('that the food for the cat', 'Mother')","[0, 'that the food for the cat']",cat,27.1319739625044,male,Manchester
food, ,"('that dog food', 'Mother')","[0, 'that dog food']",dog,29.2634345674449,male,Manchester
animal, ,"('where the train take the animal Carl', 'Mother')","[0, 'where the train take the animal Carl']",train,29.8876773650383,male,Manchester
clothes, ,"('that doll clothes', 'Mother')","[0, 'that doll clothes']",doll,23.0004722889587,male,Manchester
clothes, ,"('that doll clothes', 'Mother')","[0, 'that doll clothes']",doll,23.0004722889587,male,Manchester
clothes, ,"('doll clothes', 'Mother')","[0, 'doll clothes']",doll,23.0004722889587,male,Manchester
food, ,"('you more interest in the fish food you', 'Mother')","[0, 'you more interest in the fish food you']",fish,32.0335119817655,male,Manchester
food, ,"('you more interest in the fish food you', 'Mother')","[0, 'you more interest in the fish food you']",fish,32.0335119817655,male,Manchester
food, ,"('and the other one dog food', 'Mother')","[0, 'and the other one dog food']",dog,22.8218238567527,male,Manchester
toy, ,"('that toy cheese', 'Mother')","[0, 'that toy cheese']",cheese,24.2304770118483,male,Manchester
food, ,"('and that one be dog food', 'Mother')","[0, 'and that one be dog food']",dog,26.5262120372082,male,Manchester
animal, ,"('you go to put animal in the truck', 'Mother')","[0, 'you go to put animal in the truck']",truck,26.9861804143822,male,Manchester
toy, ,"('you play with the train or the toy here', 'Mother')","[0, 'you play with the train or the toy here']",train,25.6247561551572,male,Manchester
clothes, ,"('that the doll clothes', 'Mother')","[0, 'that the doll clothes']",doll,26.5262120372082,male,Manchester
clothes, ,"('doll clothes', 'Mother')","[0, 'doll clothes']",doll,24.9204295776094,male,Manchester
clothes, ,"('the doll clothes', 'Mother')","[0, 'the doll clothes']",doll,24.9204295776094,male,Manchester
clothes, ,"('be we go to put the doll clothes away then', 'Mother')","[0, 'be we go to put the doll clothes away then']",doll,24.9204295776094,male,Manchester
food, ,"('and that dog food', 'Mother')","[0, 'and that dog food']",dog,25.6247561551572,male,Manchester
food, ,"('this one be dog food', 'Mother')","[0, 'this one be dog food']",dog,25.6247561551572,male,Manchester
food, ,"('dog food', 'Mother')","[0, 'dog food']",dog,27.460522803343,male,Manchester
clothes, ,"('that get clothes in for the doll', 'Mother')","[0, 'that get clothes in for the doll']",doll,28.361978685394,male,Manchester
food, ,"('that not dog food', 'Mother')","[0, 'that not dog food']",dog,28.1319944968069,male,Manchester
food, ,"('it dog food', 'Mother')","[0, 'it dog food']",dog,28.1319944968069,male,Manchester
food, ,"('that not dog food', 'Mother')","[0, 'that not dog food']",dog,28.1319944968069,male,Manchester
food, ,"('dog food', 'Mother')","[0, 'dog food']",dog,28.361978685394,male,Manchester
food, ,"('dog food', 'Mother')","[0, 'dog food']",dog,29.723402944619,male,Manchester
clothes, ,"('doll clothes', 'Mother')","[0, 'doll clothes']",doll,30.6577137107538,male,Manchester
animal, ,"('put the animal in the car', 'Mother')","[0, 'put the animal in the car']",car,29.0334503788579,male,Manchester
clothes, ,"('they be doll clothes', 'Mother')","[0, 'they be doll clothes']",doll,30.6577137107538,male,Manchester
food, ,"('go to have dog food', 'Mother')","[0, 'go to have dog food']",dog,30.6577137107538,male,Manchester
food, ,"('do think doll go to like dog food', 'Mother')","[0, 'do think doll go to like dog food']",dog,30.6577137107538,male,Manchester
food, ,"('do think doll go to like dog food', 'Mother')","[0, 'do think doll go to like dog food']",doll,30.6577137107538,male,Manchester
food, ,"('doll do like dog food', 'Mother')","[0, 'doll do like dog food']",dog,30.6577137107538,male,Manchester
food, ,"('doll do like dog food', 'Mother')","[0, 'doll do like dog food']",doll,30.6577137107538,male,Manchester
food, ,"('so dog food soup and chicken', 'Mother')","[0, 'so dog food soup and chicken']",chicken,30.6577137107538,male,Manchester
food, ,"('so dog food soup and chicken', 'Mother')","[0, 'so dog food soup and chicken']",dog,30.6577137107538,male,Manchester
food, ,"('so dog food soup and chicken', 'Mother')","[0, 'so dog food soup and chicken']",chicken,30.6577137107538,male,Manchester
food, ,"('so dog food soup and chicken', 'Mother')","[0, 'so dog food soup and chicken']",soup,30.6577137107538,male,Manchester
clothes, ,"('be you go to put some clothes on the doll', 'Mother')","[0, 'be you go to put some clothes on the doll']",doll,29.0334503788579,male,Manchester
clothes, ,"('we put some clothes on doll', 'Mother')","[0, 'we put some clothes on doll']",doll,29.0334503788579,male,Manchester
toy, ,"('to get toy it real should be a big train', 'Mother')","[0, 'to get toy it real should be a big train']",train,28.821947062568,male,Manchester
clothes, ,"('be we go to put some clothes on doll', 'Mother')","[0, 'be we go to put some clothes on doll']",doll,29.723402944619,male,Manchester
food, ,"('that dog food Dominic', 'Mother')","[0, 'that dog food Dominic']",dog,28.361978685394,male,Manchester
clothes, ,"('that be part of doll clothes', 'Mother')","[0, 'that be part of doll clothes']",doll,30.6577137107538,male,Manchester
food, ,"('it not dog food', 'Investigator')","[0, 'it not dog food']",dog,30.6577137107538,male,Manchester
food, ,"('it dog food', 'Mother')","[0, 'it dog food']",dog,31.5591695928048,male,Manchester
clothes, ,"('that doll clothes', 'Mother')","[0, 'that doll clothes']",doll,29.723402944619,male,Manchester
animal, ,"('can we put some animal on the train', 'Mother')","[0, 'can we put some animal on the train']",train,29.723402944619,male,Manchester
toy, ,"('a toy car', 'Investigator')","[0, 'a toy car']",car,32.0006570976817,male,Manchester
toy, ,"('a toy car', 'Investigator')","[0, 'a toy car']",car,32.0006570976817,male,Manchester
toy, ,"('which toy car', 'Investigator')","[0, 'which toy car']",car,32.0006570976817,male,Manchester
clothes, ,"('no doll clothes', 'Mother')","[0, 'no doll clothes']",doll,30.6577137107538,male,Manchester
toy, ,"('there no point in Caroline bring out these toy if you go to play with your own car be there', 'Mother')","[0, 'there no point in Caroline bring out these toy if you go to play with your own car be there']",car,32.9534487361137,male,Manchester
food, ,"('dog food', 'Mother')","[0, 'dog food']",dog,23.887554159223,female,Manchester
food, ,"('dog food', 'Mother')","[0, 'dog food']",dog,33.8549046181646,male,Manchester
food, ,"('that dog food on top', 'Mother')","[0, 'that dog food on top']",dog,33.8549046181646,male,Manchester
clothes, ,"('doll clothes', 'Mother')","[0, 'doll clothes']",doll,34.5263763116286,male,Manchester
toy, ,"('out_of all the toy car you get I like this one because it be real good', 'Mother')","[0, 'out_of all the toy car you get I like this one because it be real good']",car,34.5263763116286,male,Manchester
clothes, ,"('I think it doll clothes', 'Mother')","[0, 'I think it doll clothes']",doll,24.6247356208546,female,Manchester
clothes, ,"('doll clothes go in there', 'Mother')","[0, 'doll clothes go in there']",doll,34.5263763116286,male,Manchester
food, ,"('can of dog food do not go down garage', 'Mother')","[0, 'can of dog food do not go down garage']",dog,33.8549046181646,male,Manchester
toy, ,"('it a Noddy toy that you get free with some book', 'Mother')","[0, 'it a Noddy toy that you get free with some book']",book,26.8547608780468,female,Manchester
animal, ,"('be you go to put a animal in the truck', 'Mother')","[0, 'be you go to put a animal in the truck']",truck,26.1648083122857,female,Manchester
toy, ,"('the toy in the car', 'Mother')","[0, 'the toy in the car']",car,26.8547608780468,female,Manchester
food, ,"('go to eat some dog food', 'Mother')","[0, 'go to eat some dog food']",dog,28.4605433376455,female,Manchester
toy, ,"('out_of the window if you can see the toy in the car', 'Investigator')","[0, 'out_of the window if you can see the toy in the car']",window,26.8547608780468,female,Manchester
toy, ,"('out_of the window if you can see the toy in the car', 'Investigator')","[0, 'out_of the window if you can see the toy in the car']",car,26.8547608780468,female,Manchester
toy, ,"('although she get lots_of toy frog in her house have she', 'Mother')","[0, 'although she get lots_of toy frog in her house have she']",frog,34.2635372389577,female,Manchester
clothes, ,"('later we get Caroline doll clothes upstairs have we', 'Mother')","[0, 'later we get Caroline doll clothes upstairs have we']",doll,35.3949773095957,female,Manchester
food, ,"('think it for the tiger food', 'Mother')","[0, 'think it for the tiger food']",tiger,33.9534692704162,female,Manchester
food, ,"('be it dog food', 'Mother')","[0, 'be it dog food']",dog,34.2635372389577,female,Manchester
food, ,"('that tiger food', 'Investigator')","[0, 'that tiger food']",tiger,23.9532639273907,male,Manchester
food, ,"('that cat food', 'Mother')","[0, 'that cat food']",cat,23.9532639273907,male,Manchester
food, ,"('oh that cat food', 'Investigator')","[0, 'oh that cat food']",cat,23.9532639273907,male,Manchester
toy, ,"('why do you draw Caroline toy with your crayon', 'Investigator')","[0, 'why do you draw Caroline toy with your crayon']",crayon,25.7561756914926,male,Manchester
toy, ,"('you go and get your crayon and draw some toy', 'Investigator')","[0, 'you go and get your crayon and draw some toy']",crayon,25.7561756914926,male,Manchester
toy, ,"('because we move a_lot_of the toy next door', 'Mother')","[0, 'because we move a_lot_of the toy next door']",door,34.9534898047188,female,Manchester
food, ,"('get him some dog food', 'Mother')","[0, 'get him some dog food']",dog,34.9534898047188,female,Manchester
food, ,"('do my leg make good dog food', 'Mother')","[0, 'do my leg make good dog food']",dog,34.9534898047188,female,Manchester
toy, ,"('but I also keep some toy in the car do I', 'Investigator')","[0, 'but I also keep some toy in the car do I']",car,25.3290621984024,male,Manchester
clothes, ,"('he need his clothes on real do he if he go in a car because he get cold', 'Mother')","[0, 'he need his clothes on real do he if he go in a car because he get cold']",car,27.1319739625044,male,Manchester
food, ,"('there some Joel in this cat food', 'Mother')","[0, 'there some Joel in this cat food']",cat,28.0662847286392,male,Manchester
toy, ,"('be you go to tell Caroline a little story first then we can play with some other toy', 'Mother')","[0, 'be you go to tell Caroline a little story first then we can play with some other toy']",story,27.1319739625044,male,Manchester
clothes, ,"('that doll clothes by the look of it', 'Mother')","[0, 'that doll clothes by the look of it']",doll,29.8548224809544,male,Manchester
clothes, ,"('this have get the doll clothes in it', 'Investigator')","[0, 'this have get the doll clothes in it']",doll,28.7233824103164,male,Manchester
animal, ,"('that a bit like your Thomas book be it when they take all the animal to the wildlife park', 'Mother')","[0, 'that a bit like your Thomas book be it when they take all the animal to the wildlife park']",book,29.8548224809544,male,Manchester
animal, ,"('and be the animal go to go on the train', 'Mother')","[0, 'and be the animal go to go on the train']",train,30.6248588266699,male,Manchester
animal, ,"('all these animal have a nice ride be they on this train', 'Mother')","[0, 'all these animal have a nice ride be they on this train']",train,29.8548224809544,male,Manchester
clothes, ,"('why can doll have her clothes on', 'Mother')","[0, 'why can doll have her clothes on']",doll,30.1648904494959,male,Manchester
food, ,"('you need some dog food do you', 'Mother')","[0, 'you need some dog food do you']",dog,30.854843015257,male,Manchester
food, ,"('dog food', 'Mother')","[0, 'dog food']",dog,30.854843015257,male,Manchester
toy, ,"('you can play with the toy until you look at a book', 'Investigator')","[0, 'you can play with the toy until you look at a book']",book,33.0006776319842,male,Manchester
toy, ,"('and if you do look at a book I go to have_to take the toy home', 'Investigator')","[0, 'and if you do look at a book I go to have_to take the toy home']",book,33.0006776319842,male,Manchester
animal, ,"('it the animal train', 'Mother')","[0, 'it the animal train']",train,32.7563194316105,male,Manchester
clothes, ,"('no these be clothes for the doll', 'Mother')","[0, 'no these be clothes for the doll']",doll,23.9532639273907,male,Manchester
animal, ,"('shall we make a pen to put the animal in', 'Mother')","[0, 'shall we make a pen to put the animal in']",pen,23.9532639273907,male,Manchester
food, ,"('I think we should find some food for tiger', 'Mother')","[0, 'I think we should find some food for tiger']",tiger,23.9532639273907,male,Manchester
clothes, ,"('where be the doll clothes John', 'Mother')","[0, 'where be the doll clothes John']",doll,24.5918807367708,male,Manchester
clothes, ,"('we need to put the clothes in the doll', 'Mother')","[0, 'we need to put the clothes in the doll']",doll,24.4276063163515,male,Manchester
clothes, ,"('pretend that these be the bed clothes', 'Mother')","[0, 'pretend that these be the bed clothes']",bed,23.9532639273907,male,Manchester
clothes, ,"('shall we put the doll clothes on', 'Mother')","[0, 'shall we put the doll clothes on']",doll,24.4276063163515,male,Manchester
animal, ,"('there a picture of a spider in your animal book John', 'Mother')","[0, 'there a picture of a spider in your animal book John']",book,23.9532639273907,male,Manchester
animal, ,"('underneath the truck book there your animal book', 'Mother')","[0, 'underneath the truck book there your animal book']",book,23.9532639273907,male,Manchester
animal, ,"('underneath the truck book there your animal book', 'Mother')","[0, 'underneath the truck book there your animal book']",truck,23.9532639273907,male,Manchester
animal, ,"('shall we put one of the animal on the car', 'Mother')","[0, 'shall we put one of the animal on the car']",car,25.0662231257315,male,Manchester
clothes, ,"('shall we go and put some clothes on the doll', 'Investigator')","[0, 'shall we go and put some clothes on the doll']",doll,25.0662231257315,male,Manchester
clothes, ,"('oh the doll clothes', 'Investigator')","[0, 'oh the doll clothes']",doll,25.5590463869895,male,Manchester
clothes, ,"('shall we put doll clothes back on', 'Mother')","[0, 'shall we put doll clothes back on']",doll,26.2633729645373,male,Manchester
animal, ,"('shall we look at the animal book John', 'Mother')","[0, 'shall we look at the animal book John']",book,23.9532639273907,male,Manchester
toy, ,"('you have no crayon left or any toy will you', 'Mother')","[0, 'you have no crayon left or any toy will you']",crayon,26.2633729645373,male,Manchester
animal, ,"('which animal be there in the story', 'Mother')","[0, 'which animal be there in the story']",story,29.1977247992772,male,Manchester
toy, ,"('we go to go shop and we go to ride on the toy car', 'Mother')","[0, 'we go to go shop and we go to ride on the toy car']",car,26.6904864576275,male,Manchester
